Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,is_pseudo
47782.011744,58,41,9056.271331,16153.859876,454.205216,254.601487,1350.850487,263.776,895.213504,936.392965,609.927716,149.6562,83290.909395,7553.52176,10677.640456,19073.383435,40599.532199,339.1755,884.4574,974.9206,372.0453,2985.889108,3.0144,149.664,722.812,223.0147,4826.258915,29.3529,0,0,1,0,81,78,9062.104302,5118.567261,1464.23115,927.093553,376.649197,134.7296,98040.386244,2,2,2,5,1,5,4,3,5.3468,1096.470083,1210.914855,517.680337,6300,22,6688,1659,74,7666,11,19001,4,4877,-1,-1,0,1164,8566.607785,17955.840061,11413.537027,94.216,19969.792394,8892.85854,32254.225043,0.0,BENIGN,True
47361.191614,24,65,15701.200796,8984.902688,335.622999,1166.502004,568.165875,33.345,1244.28955,290.192178,1435.477697,241.6687,120695.734205,9371.109955,15222.253324,11924.971025,49020.34026,402.416,824.7064,493.0297,776.3253,3099.943861,92.4146,572.8625,811.9271,217.236,402.801081,37.2061,1,1,1,0,199,122,8899.056164,5891.635696,255.757055,116.726884,1274.785006,154.5912,113470.671692,1,0,4,0,4,0,1,5,7.3393,1088.280387,928.858604,1104.145542,2090,84,2433,1787,2,2759,13,11273,33,7815,-1,-1,4,586,960.258899,15902.626948,47777.406853,86.7783,16288.031739,17080.297526,8574.821792,0.0,BENIGN,True
37810.85834,101,115,3422.180232,17861.372818,654.905744,832.293441,1173.117466,482.616,1309.272822,1407.637635,340.605129,133.179,30969.677275,3911.114753,6000.24859,11237.712085,30925.459001,599.025,424.5867,495.4938,235.6655,2628.515622,98.6284,562.359,75.9647,700.5213,3228.860858,52.2902,0,0,0,1,56,90,4908.851501,4286.423373,1284.173597,833.593466,139.941373,47.0283,180848.306282,2,1,3,2,1,1,1,5,6.2724,904.357128,703.330151,153.102021,4094,57,2851,7138,71,8121,15,7520,39,6317,-1,-1,10,97,2470.40974,4466.92001,45682.136642,50.4722,17177.019237,15403.386941,46628.422001,0.0,BENIGN,True
14861.722112,117,19,10479.582512,5612.488894,90.173209,1417.689109,1093.244896,83.204,1365.334562,710.337024,820.233806,40.5783,549.331723,5654.787455,17889.838071,9410.987648,6360.954998,382.3666,485.4772,432.6029,106.9843,965.851123,80.0745,156.6763,378.2704,556.3046,2268.917822,2.3439,0,1,1,0,122,105,7565.737178,3397.343972,1182.514318,866.53483,1115.692667,438.2356,234682.814107,3,1,5,3,0,2,2,5,1.2882,763.425959,168.260717,1154.141348,4632,25,4099,163,30,6163,26,261,29,18130,-1,-1,1,643,697.811364,5420.252243,42103.535189,42.1906,11136.516121,2815.537015,26429.724398,0.0,BENIGN,True
2156.172288,23,66,12019.973444,12800.852005,1212.183433,1403.953129,1064.128261,395.0862,568.058353,1441.389428,1489.252482,298.3921,195922.328577,1469.232099,5292.060665,5549.279121,44291.89905,563.1842,313.4749,58.4187,885.1874,439.387258,70.4974,947.0922,816.6087,963.3722,3181.268639,58.262,1,0,1,1,103,62,8371.683035,4483.404365,710.256304,1396.60544,191.317389,389.3752,95315.485047,1,3,4,5,3,4,0,0,8.6636,1200.63172,276.366775,1132.606566,6760,42,618,297,32,4895,39,12221,12,9474,30636,5692,2,1224,6352.295312,6144.603125,13296.572337,16.3504,2318.394333,3990.199704,54031.481022,0.0,BENIGN,True
29276.853158,143,61,617.632154,14633.848389,1433.391048,1297.057834,1232.552291,75.4139,1153.986461,644.749702,697.32955,363.1182,75704.915337,7145.534613,2278.398102,11050.474491,56656.160718,835.1412,240.2277,20.6259,177.8945,4308.763348,48.0046,893.8452,654.0535,230.6412,1766.521866,42.7738,1,0,1,1,55,77,2921.881911,4575.053413,1259.3352,628.114309,1160.538135,137.9626,176082.433208,3,3,3,4,4,4,0,0,2.9482,448.138484,44.90174,1134.283635,176,41,806,8140,52,1191,28,3839,46,10676,36084,-1,3,684,11442.315489,15048.245996,23748.837929,52.9091,14574.381457,4600.675587,16628.7932,0.0,BENIGN,True
24735.257298,30,92,9667.085381,4600.520862,1039.195756,1006.233393,1192.032481,253.6224,1317.739564,384.178758,1343.425579,346.2413,222307.789811,3338.022342,13900.25299,9336.772277,10734.037741,617.9651,780.1142,942.6905,642.6463,1465.108509,46.8395,367.7409,434.2645,772.7363,1337.237073,18.7758,1,1,0,1,55,131,6613.173287,5640.008618,843.792572,850.163114,374.060345,233.4344,227587.682242,4,1,2,3,5,2,3,4,9.7096,415.466268,1372.632779,1334.869675,4182,64,273,313,16,7012,6,11037,28,10355,58189,58901,7,726,16922.252156,17087.576199,39955.702459,81.2644,15556.010148,5840.903058,55819.892061,0.0,BENIGN,True
40169.989757,14,119,6927.888952,6526.295433,430.929868,396.128634,327.767592,21.1506,817.044221,737.326975,1142.9507,235.1078,308920.128592,1211.068974,6261.406861,12796.540502,21684.406871,596.0622,823.7998,334.67,12.7582,420.674281,96.1811,624.8201,986.5345,688.1583,1714.26234,81.4731,0,1,1,1,163,99,42.69064,9.919318,599.323258,838.191701,1473.377669,31.9504,128420.966844,2,1,4,2,0,1,2,4,0.2894,1114.879374,413.893108,148.227925,3262,46,2733,621,1,8340,8,16959,6,16095,18947,-1,5,493,7660.062445,13383.991629,51294.350424,83.3426,6959.891565,13082.202854,13018.239263,0.0,BENIGN,True
4953.328521,197,84,14311.121379,2494.933173,632.530944,227.35877,1420.368157,425.4399,898.931209,805.612041,1239.018871,403.4724,171272.40406,2102.727201,13770.478773,7184.832038,53528.709421,388.2308,783.661,95.1569,419.3662,30.657893,53.4797,8.7352,602.4411,402.3524,3389.807532,26.2003,0,0,1,1,35,110,3337.739885,1561.018417,277.868559,1495.072098,1196.536821,311.6668,126011.501776,5,1,3,5,1,5,0,1,5.2985,792.344604,699.241197,448.433482,6665,57,9751,4144,5,5567,10,12974,23,6694,32200,-1,6,1072,13579.386042,5625.732522,31029.011019,71.6618,14998.271684,17743.474974,29273.462575,0.0,BENIGN,True
21719.713142,128,79,2055.365372,12850.181523,414.083959,299.076247,1418.943459,365.8437,364.147391,285.612122,1436.596106,82.751,49290.267564,576.62117,1868.944548,8162.024523,13188.264259,328.5542,960.9551,175.497,398.0508,3347.252085,3.8049,95.128,862.1021,195.6177,3442.763153,48.6006,0,1,1,0,135,148,9753.437009,3415.167073,1054.977964,266.160034,271.773237,317.695,106204.230734,0,1,3,0,5,2,4,4,1.2615,698.859465,338.695812,745.378701,6421,2,4397,6622,84,7804,22,2892,14,13013,59042,4340,2,393,17546.062831,15199.045946,5167.146742,48.249,834.064801,9139.538535,58047.935245,0.0,BENIGN,True
50886.34661,33,173,6687.173757,5840.409226,1153.342509,1136.618906,745.118803,138.4225,1242.646495,721.467135,393.663644,370.0783,310785.893291,4015.040324,6298.676606,12512.934163,18217.31198,852.4401,763.8815,815.15,621.7685,2631.22445,54.1192,948.1845,981.3636,665.9952,4031.801031,29.173,1,1,0,1,68,64,7382.094273,7103.875695,712.70734,1162.253172,978.172817,101.6234,158954.029344,0,4,4,3,0,5,2,2,6.4019,1101.962483,172.864258,435.756933,4141,96,6964,3955,2,6446,40,17786,19,7101,-1,-1,4,1482,2586.850282,10516.559585,9154.343319,56.0379,8873.740531,1893.040153,1312.501541,0.0,BENIGN,True
21112.597613,42,29,10012.374897,12930.667688,1203.955705,865.507451,352.004723,0.5778,448.175396,63.262075,450.048396,327.6987,78059.30827,7284.428363,13998.903465,6423.678743,15416.127444,964.3466,106.3626,156.8719,432.2141,458.441803,37.9041,723.9191,373.0601,164.2242,467.068257,52.769,1,1,1,1,77,79,1054.370619,1186.213615,1312.465153,1016.509155,143.745332,130.069,61789.555857,1,1,4,4,4,5,3,0,2.4258,571.286361,170.151815,672.479863,970,17,945,2421,40,8844,21,19955,24,15862,-1,-1,10,357,9852.570526,15425.823272,12277.18821,51.1685,7217.225277,330.35749,41746.448025,0.0,BENIGN,True
29537.82399,103,121,2711.704332,19539.537007,1422.080901,1258.318586,1228.897748,435.6394,88.591724,274.71143,553.624616,269.3059,118558.837218,8109.461409,17607.306799,18571.743359,32612.254647,526.0079,641.5451,671.5573,1.3716,2221.939736,85.1475,634.0295,551.5586,113.0127,84.648942,0.0721,0,1,1,1,61,66,2021.678749,8223.187618,833.895992,379.975882,1258.297215,291.4933,6809.881225,1,5,3,2,2,4,0,1,3.2763,1062.508769,879.471087,672.911626,4941,86,5530,1058,2,3738,47,8261,30,4617,42092,-1,9,475,6002.369909,2919.496393,51651.163884,39.409,10210.999164,2621.695272,40066.898808,0.0,BENIGN,True
56192.800835,88,98,13511.69901,3343.169036,933.221527,574.035041,834.013777,27.4784,702.387429,746.786964,176.269697,221.189,413413.329538,366.836987,2458.617006,755.309107,52841.945632,370.7793,371.905,681.3105,308.3311,4091.826123,97.6398,101.6142,879.4186,697.2378,4411.016172,93.9336,0,0,0,1,85,82,695.581444,108.612367,512.406438,508.289959,1040.032245,121.0068,183016.427239,3,2,1,5,3,3,5,0,6.8638,138.933622,207.835175,458.380627,8743,70,259,3179,16,628,16,5418,33,8138,60504,-1,6,902,12549.21909,12939.028509,44917.363539,9.2552,3429.479899,7131.072642,37600.162527,0.0,BENIGN,True
6946.307012,63,114,6506.365523,12864.670217,1287.275091,1414.277806,674.467711,53.8684,1302.195293,1063.86363,425.571703,24.9388,431243.338088,7968.94588,11826.834286,11378.097428,9509.393434,908.4504,265.0518,725.0873,178.2195,2757.178476,31.8018,125.8071,543.2268,852.184,4415.070727,15.1173,0,1,0,1,52,127,1540.773055,193.314413,67.822645,255.427629,1029.43594,234.4361,229656.847582,3,0,1,5,5,2,3,0,4.1082,259.349261,989.404217,76.312638,4953,5,9389,8260,33,3391,50,1475,25,666,-1,15864,3,67,1391.229193,4713.172238,55795.648987,59.8675,74.121189,19500.640686,615.621319,0.0,BENIGN,True
20925.951346,98,140,8753.522204,19960.178906,781.679054,592.749267,398.282788,354.2917,377.428712,624.613767,1158.483168,234.2576,245588.17914,5982.170037,12036.52524,2384.978,10042.073029,840.7384,329.6584,541.5607,867.239,1679.44625,92.3046,334.9794,92.9067,718.1831,3791.89398,45.3962,1,0,1,0,127,75,6361.798315,8481.561495,891.643936,344.002673,259.040965,16.1438,189070.156875,1,2,3,3,5,5,1,4,6.3256,1190.070415,607.423115,1452.942581,581,4,3919,3794,22,1846,4,17050,12,8941,2905,45241,3,503,93.004721,17577.174252,5997.534843,52.785,496.570494,2016.160294,30178.113404,0.0,BENIGN,True
5133.008376,28,149,11867.307218,1048.50679,1355.132068,988.644298,5.329371,468.4296,1193.225694,717.531321,320.309278,376.1466,422326.831499,3744.716675,4439.246603,19171.06734,52685.71551,550.2439,88.2199,933.8215,238.3873,1412.223994,17.8906,647.4508,158.1493,453.2064,3285.027136,4.1744,1,0,1,0,20,26,2752.367744,3053.718996,618.404183,1280.245136,759.259892,436.0096,13326.987352,2,0,5,3,2,4,0,4,5.4536,438.16511,526.830788,113.802484,586,99,4442,4860,53,6738,18,15226,1,5219,27176,-1,0,941,4191.769145,5981.903909,32154.721677,8.6988,19024.453704,12920.917502,58076.556952,0.0,BENIGN,True
46725.20152,174,70,14017.113173,3402.076649,758.331412,255.427716,1255.940168,104.8996,1343.942632,302.655692,171.73085,173.2387,266235.768398,6432.424983,18963.203753,1174.580786,25572.132491,337.6549,505.8862,239.7059,8.4608,3461.140469,99.107,240.0993,975.5364,542.5509,2710.118051,1.055,1,0,0,0,69,53,1066.465039,9769.591466,290.921841,324.68541,373.498689,366.9998,126502.379325,4,0,3,3,1,5,1,1,4.0093,1082.014652,1272.15886,127.674965,325,67,8843,2214,83,5206,2,5628,49,14666,-1,18291,10,137,10874.852586,1178.627589,13954.862432,97.2045,469.726583,18078.399045,4772.490221,0.0,BENIGN,True
5941.238774,89,5,10284.348499,16118.600108,338.452307,1320.829665,1391.967032,405.2454,181.184013,936.197928,127.807884,131.0704,61816.77682,5984.633822,9921.725337,3064.336528,54650.19199,376.0212,257.2838,916.6786,966.984,4681.097812,44.3594,714.4183,157.0523,143.8741,3020.218635,2.2198,0,1,1,0,48,168,9214.851816,8339.252986,1311.074109,967.677414,91.770248,409.9504,188487.543332,3,3,4,4,3,4,1,5,2.3647,221.362672,1362.23367,466.988293,3519,33,6794,3035,40,3497,30,15639,7,13149,-1,-1,1,736,8812.624333,7583.463842,20581.279524,50.4141,13529.959197,10451.062982,41548.896923,0.0,BENIGN,True
56655.155017,68,152,18829.020269,5037.218124,1143.182597,630.011379,382.513164,271.7474,27.954912,1379.404491,787.339878,291.7654,432153.720769,8584.739553,1828.365123,1149.301126,55807.031171,686.4691,426.9453,54.8444,464.0074,3607.308309,84.3563,562.9687,676.1572,453.2337,977.99854,30.6985,0,0,0,1,140,144,9877.014234,8610.817318,1130.903097,840.010089,356.742866,293.8142,160660.589226,0,1,5,5,1,0,5,1,6.5183,1232.67073,435.976763,1269.262755,76,47,8079,8863,43,6527,37,14132,0,3110,46862,-1,10,229,3664.480172,13267.396266,17614.675611,30.607,9505.115775,7032.235222,34901.932681,0.0,BENIGN,True
30837.252695,128,170,14141.21468,7872.501653,809.028325,1269.115012,348.979705,124.2289,311.507724,595.310278,697.592741,339.2578,391991.638865,6225.512031,6060.447112,7659.636092,17727.105662,854.9026,131.2063,479.7512,936.2953,1554.243589,46.5399,330.9108,260.3547,444.8056,2677.469741,49.0644,0,0,0,0,60,43,7456.18513,4247.798575,893.756937,738.733267,75.41583,403.0985,219261.81549,4,1,3,2,4,5,2,5,7.5347,1127.305252,401.043361,251.846707,3321,87,6305,3206,52,7193,17,12271,37,11212,60909,-1,10,1318,3725.561874,18529.273214,33620.934456,13.3886,6547.027509,13496.19387,10201.748311,0.0,BENIGN,True
8809.117895,52,15,1496.110293,43.324258,207.840187,968.455241,1005.732234,241.5536,1323.70844,220.230175,1049.667166,210.235,213968.806493,5051.916693,15044.910324,11327.71658,27080.490311,398.4459,524.1454,643.6026,880.8365,3319.963703,92.7678,541.2167,158.3059,280.1821,2803.78579,95.8275,1,1,0,0,116,58,2777.189451,8978.555848,1488.476225,420.440831,509.006225,240.5007,107045.747406,1,5,5,4,5,5,1,0,7.4939,177.718915,262.072589,122.185859,4403,4,7466,5547,76,7269,14,2003,26,6219,-1,-1,10,1359,10807.860672,19797.744793,9766.151857,67.3167,15247.782119,10521.533922,20840.130628,0.0,BENIGN,True
50987.584449,117,32,1482.738915,15200.583862,929.246232,1244.443427,1158.928953,293.5437,181.740282,60.791924,870.077822,71.0469,383626.554495,2164.78237,11946.247526,7403.040961,39422.730337,739.4424,183.9999,249.1768,538.1832,4215.900876,72.3892,934.4588,909.7133,345.4291,3932.396085,37.9884,0,0,1,1,173,52,822.553747,8271.807742,901.597604,909.784926,820.779115,352.6526,105377.046377,0,2,0,1,4,4,4,1,8.3619,1265.154302,989.754133,1499.952296,223,12,8398,3890,70,3512,30,13949,40,17830,-1,-1,5,512,11543.492526,5142.166289,51661.176902,49.9403,8935.655877,13705.36409,29805.846015,0.0,BENIGN,True
29001.021026,118,70,7515.02331,19158.395935,712.31532,630.42155,185.723841,436.9975,785.899327,1426.658884,1055.020265,97.8253,241090.172548,3245.153841,5940.244685,19690.26948,45182.294843,587.8456,387.7278,971.5939,119.3489,3912.416329,26.0099,301.7945,724.4686,204.4629,869.015762,63.8919,0,1,1,1,113,183,1923.030912,9757.287078,1003.028305,726.586345,1448.564906,250.4965,243309.703418,2,4,2,1,2,3,3,2,3.249,1485.746754,611.551707,667.756531,6931,81,7020,3544,8,4356,44,1798,29,13874,-1,-1,2,340,11777.955438,6645.553368,6780.386219,31.558,14046.466291,8989.372766,46674.313027,0.0,BENIGN,True
35611.137682,133,115,9434.134186,1697.255334,1457.534025,1335.709172,1499.930511,41.4748,1244.016493,1214.604802,368.693665,37.5337,319815.659571,8019.019083,4256.571314,3688.586418,54490.342715,944.8577,259.7196,592.6191,242.4688,1040.019797,84.819,452.6071,14.4475,436.869,2749.587599,33.3502,1,1,1,1,49,56,7787.394762,332.566967,22.760885,210.257689,1440.494405,477.4009,244261.731089,0,0,5,4,3,1,0,2,2.0079,608.818155,753.809002,118.685794,9038,79,8822,3844,18,6382,46,3265,8,19222,-1,-1,3,180,8693.401499,17701.794754,46983.422227,42.916,11544.624589,16243.506304,40838.63347,0.0,BENIGN,True
1456.102043,77,34,10330.903893,8175.01599,717.777874,1210.90112,788.892865,299.0292,1443.441028,664.015428,1320.142785,242.7681,132918.252304,2717.602021,6731.129415,16623.043693,56219.832197,106.5516,251.5124,274.3257,124.1141,1365.252766,94.9134,810.4307,124.7132,931.6879,375.894452,57.0158,1,0,0,1,145,31,19.220806,2056.709899,245.923091,690.632612,189.183542,311.8245,62064.642259,5,2,1,0,4,1,4,2,7.4371,1116.246281,966.017414,1222.630146,7876,97,7264,752,61,6909,49,2182,32,14523,52761,3620,1,1345,6408.075055,11697.561494,11216.491939,8.0292,192.181099,16323.887935,40010.886362,0.0,BENIGN,True
